PlayerID,nameFirst,nameLast,FullName,DebutYear,FinalYear,Years,W,L,WPct,ERA,G,GS,GF,CG,SHO,SV,IPOuts,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BFP,WHIP,H9,HR9,BB9,SO9,SOW,SH,SF,GIDP,GG,InductionYear,votedBy
aasedo01,Don,Aase,Don Aase,1977,1990,13,66,60,0.523809524,3.796875011,448,91,234,22,5,82,3328,1109.33333,1085,503,468,89,457,45,641,7,3,21,4730,1.390024043,8.802584161,0.722055291,3.707632223,5.200420689,1.402625821,0,0,0,0,0,
abbotgl01,Glenn,Abbott,Glenn Abbott,1973,1984,11,62,83,0.427586207,4.388024883,248,206,13,37,5,0,3858,1286,1405,707,627,162,352,28,484,32,5,18,5509,1.366251944,9.83281493,1.133748056,2.463452566,3.387247278,1.375,0,0,0,0,0,
abbotji01,Jim,Abbott,Jim Abbott,1989,1999,10,87,108,0.446153846,4.252688172,263,254,5,31,6,0,5022,1674,1779,880,791,154,620,30,888,32,11,53,7211,1.433094385,9.564516129,0.827956989,3.333333333,4.774193548,1.432258065,0,0,0,0,0,
abbotpa01,Paul,Abbott,Paul Abbott,1990,2004,11,43,37,0.5375,4.920444011,162,112,17,1,0,0,2162,720.66667,682,421,394,101,393,17,496,21,0,37,3187,1.491674369,8.517113744,1.261332094,4.907955574,6.194264541,1.262086514,8,12,0,0,0,
abernte02,Ted,Abernathy,Ted Abernathy,1955,1972,14,63,69,0.477272727,3.458321221,681,34,416,7,2,148,3443,1147.66667,1010,513,441,70,592,80,765,45,3,35,4963,1.395875686,7.920418217,0.548939876,4.642462955,5.999128649,1.29222973,0,0,0,0,0,
ackerji01,Jim,Acker,Jim Acker,1983,1992,10,33,49,0.402439024,3.970880958,467,32,159,0,0,30,2713,904.33333,918,447,399,82,329,40,482,32,2,31,3868,1.378916334,9.136011829,0.816070773,3.274235176,4.796903814,1.465045593,0,0,0,0,0,
adamsba01,Babe,Adams,Babe Adams,1906,1926,19,194,140,0.580838323,2.755286004,482,355,89,206,44,15,8986,2995.33333,2841,1129,917,68,430,0,1036,47,2,26,11947,1.092032051,8.536278665,0.204317828,1.292009794,3.112842202,2.409302326,0,0,0,0,0,
adamsmi03,Mike,Adams,Mike Adams,2004,2014,10,21,20,0.512195122,2.408346992,408,0,60,0,0,4,1222,407.33333,316,122,109,33,126,12,409,6,0,7,1653,1.085106392,6.981996784,0.729132576,2.783960743,9.036824951,3.246031746,13,6,2,0,0,
adamste01,Terry,Adams,Terry Adams,1995,2005,11,51,62,0.451327434,4.172162593,574,41,201,0,0,42,2608,869.33333,890,448,403,63,380,33,691,17,6,54,3801,1.460889576,9.213957091,0.652223929,3.934049095,7.153757696,1.818421053,26,9,0,0,0,
affelje01,Jeremy,Affeldt,Jeremy Affeldt,2002,2015,14,43,46,0.483146067,3.965442765,774,42,162,0,0,28,2778,926,904,455,408,76,396,41,720,42,9,55,4034,1.403887689,8.786177106,0.738660907,3.848812095,6.997840173,1.818181818,42,25,6,0,0,
agostju01,Juan,Agosto,Juan Agosto,1981,1993,13,40,33,0.547945205,4.009047387,543,2,198,0,0,29,1879,626.33333,639,313,279,30,248,47,307,30,7,21,2713,1.416178826,9.182011757,0.431080364,3.563597677,4.41138906,1.237903226,0,0,0,0,0,
aguilri01,Rick,Aguilera,Rick Aguilera,1985,2000,16,86,81,0.51497006,3.568404759,732,89,557,10,0,318,3874,1291.33333,1233,568,512,138,351,42,1030,36,10,53,5391,1.226639136,8.593443491,0.961796595,2.446308731,7.178626761,2.934472934,1,0,0,0,0,
aguirha01,Hank,Aguirre,Hank Aguirre,1955,1970,16,75,72,0.510204082,3.244972127,447,149,124,44,9,33,4127,1375.66667,1216,562,496,123,479,35,856,47,9,35,5790,1.232129873,7.955415537,0.804700749,3.133753324,5.600193832,1.787056367,0,0,0,0,0,
akerja01,Jack,Aker,Jack Aker,1964,1974,11,47,45,0.510869565,3.28150134,495,0,321,0,0,123,2238,746,679,312,272,64,274,68,404,40,0,13,3144,1.277479893,8.191689008,0.772117962,3.305630027,4.873994638,1.474452555,0,0,0,0,0,
alberma01,Matt,Albers,Matt Albers,2006,2015,10,27,31,0.465517241,4.201447502,394,23,88,0,0,0,1658,552.66667,551,280,258,53,237,24,389,23,0,22,2403,1.425814225,8.972858812,0.863088053,3.859469217,6.334740613,1.641350211,24,20,1,0,0,
alexado01,Doyle,Alexander,Doyle Alexander,1971,1989,19,194,174,0.527173913,3.757497769,561,464,56,98,18,3,10103,3367.66667,3376,1541,1406,324,978,60,1528,53,10,74,14162,1.292883301,9.022270604,0.865881421,2.613679103,4.083539539,1.562372188,0,0,0,0,0,
alexape01,Pete,Alexander,Pete Alexander,1911,1930,20,373,208,0.641996558,2.559537572,696,599,80,437,90,32,15570,5190,4868,1851,1476,164,951,0,2198,70,1,39,20928,1.121194605,8.441618497,0.284393064,1.649132948,3.811560694,2.311251314,0,0,0,0,1938,BBWAA
alfonan01,Antonio,Alfonseca,Antonio Alfonseca,1997,2007,11,35,37,0.486111111,4.110929853,592,0,301,0,0,129,1839,613,677,292,280,55,250,45,400,22,2,13,2710,1.51223491,9.939641109,0.807504078,3.670473083,5.872756933,1.6,25,11,0,0,0,
allenjo02,Johnny,Allen,Johnny Allen,1932,1944,13,142,75,0.65437788,3.751666388,352,241,68,109,17,18,5851,1950.33333,1849,924,813,104,738,0,1070,38,5,68,8292,1.326439927,8.532387641,0.479917964,3.405571703,4.93761751,1.449864499,0,0,0,0,0,
allenne01,Neil,Allen,Neil Allen,1979,1989,11,58,70,0.453125,3.879258023,434,59,222,7,6,75,2965,988.33333,985,464,426,73,417,68,611,9,3,39,4248,1.418549752,8.969645899,0.664755483,3.797301868,5.563912329,1.465227818,0,0,0,0,0,
altroni01,Nick,Altrock,Nick Altrock,1898,1933,16,83,75,0.525316456,2.645310436,218,161,46,128,16,7,4542,1514,1455,604,445,17,272,0,425,22,1,31,3433,1.140686922,8.649273448,0.101056803,1.616908851,2.526420079,1.5625,0,0,0,0,0,
alvarwi01,Wilson,Alvarez,Wilson Alvarez,1989,2005,14,102,92,0.525773196,3.960137318,355,263,18,12,5,4,5243,1747.66667,1624,857,769,190,805,29,1330,50,4,28,7518,1.389853135,8.363150852,0.978447452,4.145527362,6.849132163,1.652173913,17,11,0,0,0,
amesre01,Red,Ames,Red Ames,1903,1919,17,183,167,0.522857143,2.628517824,533,367,115,209,26,36,9594,3198,2896,1311,934,42,1034,0,1702,64,2,156,13080,1.228893058,8.150093809,0.118198874,2.909943715,4.789868668,1.646034816,0,0,0,0,0,
anderbr02,Brian,Anderson,Brian Anderson,1993,2005,13,82,83,0.496969697,4.735617324,291,245,11,12,4,1,4641,1547,1743,897,814,264,337,28,723,23,28,22,6532,1.344537815,10.14027149,1.535875889,1.960568843,4.206205559,2.145400593,27,38,0,0,0,
anderla02,Larry,Andersen,Larry Andersen,1975,1994,17,40,39,0.506329114,3.146684538,699,1,267,0,0,49,2986,995.33333,932,402,348,58,311,64,758,17,7,21,4171,1.248827868,8.427327557,0.524447423,2.812123251,6.853985288,2.437299035,0,0,0,0,0,
andujjo01,Joaquin,Andujar,Joaquin Andujar,1976,1988,13,127,118,0.518367347,3.582443103,405,305,37,68,19,9,6459,2153,2016,955,857,155,731,65,1032,51,33,33,9008,1.275894101,8.427310729,0.647933117,3.055736182,4.313980492,1.411764706,0,0,0,1,0,
antonjo02,Johnny,Antonelli,Johnny Antonelli,1948,1961,12,126,110,0.533898305,3.33829681,377,268,61,102,25,21,5977,1992.33333,1870,860,739,185,687,45,1162,38,1,27,8424,1.283419778,8.447381644,0.835703532,3.103396358,5.249121642,1.691411936,0,0,0,0,0,
appieke01,Kevin,Appier,Kevin Appier,1989,2004,16,169,137,0.552287582,3.738248142,414,402,2,34,12,0,7786,2595.33333,2425,1168,1078,232,933,51,1994,79,7,106,10958,1.293860777,8.409324439,0.804520936,3.235422557,6.914718735,2.137191854,13,22,0,0,0,
applepe01,Pete,Appleton,Pete Appleton,1927,1945,14,57,66,0.463414634,4.298860649,341,71,186,34,6,26,3423,1141,1187,667,545,76,486,0,420,26,1,32,5044,1.466257669,9.362839614,0.599474145,3.833479404,3.312883436,0.864197531,0,0,0,0,0,
armasto02,Tony,Armas,Tony Armas,1999,2008,10,53,65,0.449152542,4.647461272,185,167,7,0,0,0,2777,925.66667,891,519,478,122,431,41,680,51,6,43,4055,1.42815988,8.662945594,1.186172124,4.190493323,6.611451183,1.577726218,51,30,0,0,0,
arrigge01,Gerry,Arrigo,Gerry Arrigo,1961,1970,10,35,40,0.466666667,4.137096774,194,80,45,9,3,4,1860,620,605,315,285,56,291,26,433,22,1,42,2718,1.44516129,8.782258065,0.812903226,4.224193548,6.285483871,1.487972509,0,0,0,0,0,
arroybr01,Bronson,Arroyo,Bronson Arroyo,2000,2014,15,145,131,0.525362319,4.186636588,405,369,6,16,6,1,7094,2364.66667,2413,1201,1100,324,642,58,1526,103,6,41,10016,1.291936846,9.183958262,1.233154777,2.443473354,5.808006758,2.37694704,86,62,14,1,0,
ashbyan01,Andy,Ashby,Andy Ashby,1991,2004,14,98,110,0.471153846,4.12058173,309,285,10,21,7,1,5432,1810.66667,1857,922,829,205,540,49,1173,61,4,58,7692,1.323821794,9.230301898,1.018961707,2.684094251,5.830449179,2.172222222,32,18,0,0,0,
assenpa01,Paul,Assenmacher,Paul Assenmacher,1986,1999,14,61,44,0.580952381,3.534086469,884,1,275,0,0,56,2567,855.66667,817,371,336,73,315,78,807,22,5,31,3664,1.322945067,8.593299538,0.767822358,3.313206064,8.488118393,2.561904762,0,0,0,0,0,
astacpe01,Pedro,Astacio,Pedro Astacio,1992,2006,15,129,124,0.509881423,4.670713195,392,343,11,31,12,0,6590,2196.66667,2292,1213,1140,291,726,54,1664,111,18,59,9472,1.373899846,9.390591792,1.192261,2.974506824,6.817602418,2.292011019,37,26,0,0,0,
augusje01,Jerry,Augustine,Jerry Augustine,1975,1984,10,55,59,0.48245614,4.233050847,279,104,75,27,6,11,2832,944,1028,491,444,87,340,28,348,20,4,21,4101,1.449152542,9.800847458,0.829449153,3.241525424,3.31779661,1.023529412,0,0,0,0,0,
aukerel01,Elden,Auker,Elden Auker,1933,1942,10,130,101,0.562770563,4.419015288,333,261,40,126,14,2,5890,1963.33333,2230,1106,964,129,706,0,594,38,3,10,8688,1.495415962,10.22241088,0.591341257,3.236332773,2.722920208,0.841359773,0,0,0,0,0,
averyst01,Steve,Avery,Steve Avery,1990,2003,11,96,83,0.536312849,4.185463113,297,261,11,14,6,0,4664,1554.66667,1529,800,723,148,569,27,980,26,9,47,6609,1.349485417,8.851415075,0.856775298,3.293953681,5.67324184,1.722319859,1,0,0,0,0,
baezda01,Danys,Baez,Danys Baez,2001,2011,10,40,57,0.412371134,4.2482066,533,26,279,1,0,114,2091,697,652,366,329,71,288,28,505,50,3,24,3013,1.348637016,8.418938307,0.916786227,3.718794835,6.520803443,1.753472222,28,24,0,0,0,
bagbyji02,Jim,Bagby,Jim Bagby,1938,1947,10,97,96,0.502590674,3.958991806,303,198,65,84,13,9,4999,1666.33333,1815,849,733,98,608,0,431,28,1,26,7266,1.454090821,9.802960612,0.529305862,3.283856778,2.327865578,0.708881579,0,0,0,0,0,
bahnsst01,Stan,Bahnsen,Stan Bahnsen,1966,1982,16,146,149,0.494915254,3.604982206,574,327,90,73,16,20,7587,2529,2440,1127,1013,223,924,59,1359,34,3,89,10701,1.330170028,8.683274021,0.793594306,3.288256228,4.836298932,1.470779221,0,0,0,0,0,
bailebi01,Bill,Bailey,Bill Bailey,1907,1922,11,38,76,0.333333333,3.56901323,203,117,56,70,8,0,3253,1084.33333,1035,593,430,20,527,0,570,44,2,43,3625,1.440516451,8.590531843,0.166000615,4.374116214,4.731017537,1.081593928,0,0,0,0,0,
bairdo01,Doug,Bair,Doug Bair,1976,1990,15,55,43,0.56122449,3.632331392,584,5,299,0,0,81,2728,909.33333,839,398,367,86,405,77,689,7,2,43,3901,1.368035196,8.303885661,0.851173024,4.0084311,6.81928155,1.701234568,0,0,0,0,0,
bakersc02,Scott,Baker,Scott Baker,2005,2015,10,66,53,0.554621849,4.260488402,193,172,15,4,2,0,3194,1064.66667,1089,518,504,145,245,13,839,27,0,22,4438,1.252974323,9.205698155,1.225735751,2.071070751,7.092360654,3.424489796,16,26,5,0,0,
baldwja01,James,Baldwin,James Baldwin,1995,2005,11,79,74,0.516339869,5.014868939,266,202,24,7,2,2,3968,1322.66667,1443,794,737,203,486,19,844,52,8,57,5804,1.458417335,9.818800378,1.3813004,3.306955637,5.742943534,1.736625514,19,21,0,0,0,
balfogr01,Grant,Balfour,Grant Balfour,2001,2015,12,30,23,0.566037736,3.485484846,534,1,203,0,0,84,1619,539.66667,406,215,209,47,252,14,571,8,1,26,2241,1.219271148,6.77084616,0.783817166,4.202594168,9.522544722,2.265873016,15,19,6,0,0,
bankhsc01,Scott,Bankhead,Scott Bankhead,1986,1995,10,57,48,0.542857143,4.17536071,267,110,30,7,3,1,2703,901,876,451,418,111,289,26,614,15,3,24,3814,1.293007769,8.750277469,1.108768036,2.886792453,6.13318535,2.124567474,0,0,0,0,0,
bannifl01,Floyd,Bannister,Floyd Bannister,1977,1992,15,134,143,0.483754513,4.06281407,431,363,13,62,16,0,7164,2388,2320,1189,1078,291,846,39,1723,40,9,84,10187,1.325795645,8.743718593,1.096733668,3.188442211,6.493718593,2.036643026,0,0,0,0,0,
barbest01,Steve,Barber,Steve Barber,1960,1974,15,121,106,0.533039648,3.363181591,466,272,90,59,21,13,5997,1999,1818,870,747,125,950,59,1309,42,6,91,8591,1.384692346,8.185092546,0.562781391,4.277138569,5.893446723,1.377894737,0,0,0,0,0,
barkele01,Len,Barker,Len Barker,1976,1987,11,74,76,0.493333333,4.344749422,248,194,26,35,7,5,3971,1323.66667,1289,695,639,96,513,20,975,21,2,65,5674,1.361369929,8.764291088,0.652732308,3.488038269,6.629312499,1.900584795,0,0,0,0,0,
barneje01,Jesse,Barnes,Jesse Barnes,1915,1927,13,152,150,0.503311258,3.215203005,422,314,76,180,26,13,7709,2569.66667,2686,1150,918,88,515,0,653,25,0,22,10676,1.245686858,9.40744583,0.308211181,1.803735891,2.287067062,1.267961165,0,0,0,0,0,
barrere01,Red,Barrett,Red Barrett,1937,1949,11,69,69,0.5,3.533509244,253,149,62,67,11,7,3790,1263.33333,1292,579,496,78,312,0,333,12,1,12,5317,1.269656995,9.20422166,0.555672825,2.222691299,2.372295521,1.067307692,0,0,0,0,0,
barrji01,Jim,Barr,Jim Barr,1971,1983,12,101,112,0.474178404,3.555842485,454,252,74,64,20,12,6196,2065.33333,2170,908,816,161,469,74,741,30,14,22,8612,1.277759847,9.456100725,0.701581667,2.043737899,3.229018727,1.579957356,0,0,0,0,0,
batismi01,Miguel,Batista,Miguel Batista,1992,2012,18,102,115,0.470046083,4.480831495,658,248,164,11,5,41,5869,1956.33333,2021,1089,974,194,899,58,1250,79,6,102,8643,1.492588178,9.29749533,0.892485945,4.135798269,5.750553767,1.390433815,66,54,0,0,0,
baumafr01,Frank,Baumann,Frank Baumann,1955,1965,11,45,38,0.542168675,4.108695669,244,78,59,19,4,13,2392,797.33333,856,406,364,70,300,32,384,12,0,14,3470,1.449832782,9.662207398,0.790133783,3.38628764,4.334448179,1.28,0,0,0,0,0,
beckbo01,Boom-Boom,Beck,Boom-Boom Beck,1924,1945,12,38,69,0.355140187,4.299806576,265,100,94,44,3,6,3102,1034,1121,561,494,63,342,0,352,42,1,10,4545,1.414893617,9.757253385,0.548355899,2.976789168,3.063829787,1.029239766,0,0,0,0,0,
beckejo02,Josh,Beckett,Josh Beckett,2001,2014,14,138,106,0.56557377,3.879083374,335,332,1,12,6,0,6153,2051,1897,957,884,238,629,28,1901,76,3,59,8579,1.231594344,8.324232082,1.044368601,2.760117016,8.341784495,3.022257552,66,41,4,0,0,
beckro01,Rod,Beck,Rod Beck,1991,2004,13,38,45,0.457831325,3.3046875,704,0,519,0,0,286,2304,768,703,308,282,97,191,33,644,20,3,23,3170,1.1640625,8.23828125,1.13671875,2.23828125,7.546875,3.371727749,6,4,0,0,0,
bedarer01,Erik,Bedard,Erik Bedard,2002,2014,11,71,82,0.464052288,3.990283805,241,230,4,1,1,1,3911,1303.66667,1242,643,578,131,533,4,1246,42,4,35,5618,1.361544359,8.574277656,0.904372281,3.679621571,8.601892077,2.337711069,23,34,5,0,0,
bedrost01,Steve,Bedrosian,Steve Bedrosian,1981,1995,14,76,79,0.490322581,3.377833753,732,46,439,0,0,184,3573,1191,1026,496,447,114,518,75,921,27,4,33,5044,1.296389589,7.753148615,0.861460957,3.914357683,6.959697733,1.777992278,0,0,0,0,0,
beimejo01,Joe,Beimel,Joe Beimel,2001,2015,13,29,34,0.46031746,4.063235294,676,23,129,0,0,5,2040,680,719,331,307,66,272,52,379,22,7,26,2957,1.457352941,9.516176471,0.873529412,3.6,5.016176471,1.393382353,35,29,4,0,0,
belchti01,Tim,Belcher,Tim Belcher,1987,2000,14,146,140,0.51048951,4.163482527,394,373,13,42,18,5,7328,2442.66667,2423,1253,1130,264,860,43,1519,58,10,73,10422,1.344022924,8.927538197,0.972707422,3.168668118,5.596752176,1.76627907,1,1,0,0,0,
belinst01,Stan,Belinda,Stan Belinda,1989,2000,12,41,37,0.525641026,4.149805468,585,0,263,0,0,79,2056,685.33333,590,336,316,85,285,43,622,34,0,25,2918,1.276750979,7.748054512,1.116245142,3.742704298,8.168287977,2.18245614,4,4,0,0,0,
belisma01,Matt,Belisle,Matt Belisle,2003,2015,12,49,55,0.471153846,4.340101523,558,44,104,1,0,5,2364,788,884,416,380,82,198,32,600,31,3,27,3393,1.373096447,10.0964467,0.936548223,2.26142132,6.852791878,3.03030303,35,27,5,0,0,
bellga01,Gary,Bell,Gary Bell,1958,1969,12,121,117,0.508403361,3.684863524,519,233,163,71,9,51,6045,2015,1794,932,825,206,842,64,1378,54,2,70,8561,1.308188586,8.012903226,0.920099256,3.760794045,6.15483871,1.636579572,0,0,0,0,0,
bellhe01,Heath,Bell,Heath Bell,2004,2014,11,38,32,0.542857143,3.493107086,590,0,292,0,0,168,1886,628.66667,584,258,244,48,214,21,637,16,1,27,2635,1.269353122,8.360551387,0.687168607,3.063626707,9.119300058,2.976635514,27,11,1,0,0,
bendech01,Chief,Bender,Chief Bender,1903,1925,16,212,127,0.625368732,2.455087836,459,334,109,255,40,34,9051,3017,2645,1110,823,40,712,0,1711,102,3,72,10124,1.11269473,7.890288366,0.119323832,2.123964203,5.104076898,2.403089888,0,0,0,0,1953,Veterans
benesan01,Andy,Benes,Andy Benes,1989,2002,14,155,139,0.527210884,3.973124007,403,387,6,21,9,1,7516,2505.33333,2377,1206,1106,289,909,52,2000,55,16,63,10645,1.311601918,8.538983513,1.038185206,3.265433746,7.184672708,2.200220022,17,17,0,0,0,
bengera01,Ray,Benge,Ray Benge,1925,1938,12,101,130,0.437229437,4.515997164,346,249,65,102,12,19,5626,1875.33333,2177,1108,941,132,598,0,655,30,0,14,8278,1.479736938,10.44774264,0.633487381,2.869889802,3.143441172,1.095317726,0,0,0,0,0,
benitar01,Armando,Benitez,Armando Benitez,1994,2008,15,40,47,0.459770115,3.130937099,762,0,527,0,0,289,2337,779,545,296,271,95,403,32,946,16,5,18,3253,1.216944801,6.296534018,1.097560976,4.655969191,10.92939666,2.347394541,17,12,0,0,0,
benoijo01,Joaquin,Benoit,Joaquin Benoit,2001,2015,14,54,42,0.5625,3.839917567,661,55,166,0,0,50,2911,970.33333,803,440,414,117,391,19,960,30,2,36,4081,1.230504985,7.447956054,1.085194095,3.626588814,8.904156678,2.455242967,26,37,2,0,0,
bentoal01,Al,Benton,Al Benton,1934,1952,14,98,88,0.52688172,3.656860817,455,167,171,58,10,66,5065,1688.33333,1672,831,686,106,733,0,697,15,2,36,7342,1.42448174,8.912931903,0.565054295,3.907403759,3.715498527,0.950886767,0,0,0,0,0,
bentola01,Larry,Benton,Larry Benton,1923,1935,13,127,128,0.498039216,4.031780583,455,258,113,122,13,22,6891,2297,2559,1190,1029,109,691,0,670,25,1,47,9864,1.414888986,10.02655638,0.427078798,2.707444493,2.625163256,0.969609262,0,0,0,0,0,
bentoru01,Rube,Benton,Rube Benton,1910,1925,15,150,144,0.510204082,3.085407843,437,305,83,145,24,21,7552,2517.33333,2472,1115,863,52,712,0,950,95,6,66,10539,1.26483051,8.837923741,0.185911017,2.545550851,3.396451276,1.334269663,0,0,0,0,0,
bereja01,Jason,Bere,Jason Bere,1993,2003,11,71,65,0.522058824,5.135913591,211,203,2,4,0,0,3333,1111,1095,694,634,145,626,25,920,29,1,51,4987,1.549054905,8.870387039,1.174617462,5.071107111,7.452745275,1.469648562,23,20,0,0,0,
berenju01,Juan,Berenguer,Juan Berenguer,1978,1992,15,67,62,0.519379845,3.897677002,490,95,157,5,2,32,3616,1205.33333,1034,576,522,116,604,42,975,31,19,43,5169,1.358960181,7.720685862,0.866150445,4.509955765,7.280143825,1.614238411,0,0,0,0,0,
betanra01,Rafael,Betancourt,Rafael Betancourt,2003,2015,12,38,37,0.506666667,3.360233333,680,0,241,0,0,75,2057,685.66667,596,274,256,71,164,40,724,1,4,17,2787,1.108410301,7.823043229,0.931939714,2.152649479,9.503159895,4.414634146,19,24,0,0,0,
bettshu01,Huck,Betts,Huck Betts,1920,1935,10,61,68,0.472868217,3.925835579,307,125,128,53,8,16,4099,1366.33333,1581,716,596,83,321,0,323,23,1,12,5916,1.392046844,10.41400344,0.546718713,2.114418156,2.127592101,1.00623053,0,0,0,0,0,
bibbyji01,Jim,Bibby,Jim Bibby,1972,1984,12,111,101,0.523584906,3.756385442,340,239,39,56,19,8,5168,1722.66667,1565,800,719,131,723,38,1079,40,13,70,7310,1.328173372,8.176277074,0.684404023,3.777283274,5.637190392,1.492392808,0,0,0,0,0,
bielemi01,Mike,Bielecki,Mike Bielecki,1984,1997,14,70,73,0.48951049,4.181965881,347,178,48,7,4,5,3693,1231,1236,633,572,116,496,45,783,19,15,51,5329,1.40698619,9.036555646,0.848090983,3.626320065,5.724614135,1.578629032,0,0,0,0,0,
billija01,Jack,Billingham,Jack Billingham,1968,1980,13,145,113,0.562015504,3.828900174,476,305,83,74,27,15,6692,2230.66667,2272,1069,949,176,750,97,1141,98,4,84,9487,1.354751941,9.166766274,0.710101613,3.026001191,4.603556478,1.521333333,0,0,0,0,0,
birddo01,Doug,Bird,Doug Bird,1973,1983,11,73,60,0.54887218,3.989563296,432,100,199,8,3,60,3641,1213.66667,1273,590,538,122,296,56,680,22,4,23,5104,1.292776706,9.439988988,0.904696509,2.195001367,5.042570708,2.297297297,0,0,0,0,0,
blackbu02,Buddy,Black,Buddy Black,1981,1995,15,121,116,0.510548523,3.839610396,398,296,42,32,12,11,6160,2053.33333,1978,982,876,217,623,49,1039,49,43,65,8627,1.266720781,8.669805209,0.951136365,2.730681823,4.554058449,1.667736758,0,0,0,0,0,
blackew01,Ewell,Blackwell,Ewell Blackwell,1942,1955,10,82,78,0.5125,3.297501893,236,169,49,69,15,10,3963,1321,1150,562,484,67,562,0,839,44,2,28,5576,1.295987888,7.834973505,0.456472369,3.828917487,5.716124148,1.492882562,0,0,0,0,0,
blaehge01,George,Blaeholder,George Blaeholder,1925,1936,11,104,125,0.454148472,4.541528826,338,251,55,106,14,12,5743,1914.33333,2220,1119,966,173,535,0,572,13,2,13,8402,1.439143307,10.43705382,0.813337978,2.515235944,2.689186841,1.069158879,0,0,0,0,0,
blairwi01,Willie,Blair,Willie Blair,1990,2001,12,60,86,0.410958904,5.03689168,418,139,75,3,0,4,3822,1274,1438,778,713,170,415,28,759,36,3,41,5572,1.454474097,10.15855573,1.200941915,2.931711146,5.361852433,1.828915663,3,9,0,0,0,
blakesh01,Sheriff,Blake,Sheriff Blake,1920,1937,10,87,102,0.46031746,4.133333333,304,196,60,81,11,8,4860,1620,1766,876,744,68,740,0,621,30,0,35,7149,1.54691358,9.811111111,0.377777778,4.111111111,3.45,0.839189189,0,0,0,0,0,
blantjo01,Joe,Blanton,Joe Blanton,2004,2015,11,92,91,0.50273224,4.436105486,301,252,23,8,3,2,4930,1643.33333,1788,862,810,206,428,38,1165,38,3,37,7034,1.348478705,9.792292109,1.128194728,2.344016232,6.380324557,2.721962617,43,53,0,0,0,
blasiwa01,Wade,Blasingame,Wade Blasingame,1963,1972,10,46,51,0.474226804,4.522578138,222,128,31,16,2,5,2591,863.66667,891,486,434,75,372,32,512,30,1,62,3763,1.462369736,9.284832075,0.781551521,3.876495547,5.33539172,1.376344086,0,0,0,0,0,
blassst01,Steve,Blass,Steve Blass,1964,1974,10,103,76,0.575418994,3.628547587,282,231,14,57,16,2,4792,1597.33333,1558,739,644,128,597,49,896,38,4,56,6780,1.349123542,8.778380653,0.721202005,3.363731226,5.048414034,1.500837521,0,0,0,0,0,
bluevi01,Vida,Blue,Vida Blue,1969,1986,17,209,161,0.564864865,3.265304091,502,473,11,143,37,2,10030,3343.33333,2939,1357,1213,263,1185,61,2175,23,13,103,13837,1.233499503,7.911565312,0.707976072,3.189930213,5.8549352,1.835443038,0,0,0,0,0,
blylebe01,Bert,Blyleven,Bert Blyleven,1970,1992,22,287,250,0.534450652,3.3138833,692,685,3,242,60,0,14910,4970,4632,2029,1830,430,1322,71,3701,155,19,114,20491,1.197987928,8.387927565,0.778672032,2.393963783,6.702012072,2.799546142,0,0,0,0,2011,BBWAA
boddimi01,Mike,Boddicker,Mike Boddicker,1980,1993,14,134,116,0.536,3.801444037,342,309,15,63,16,3,6371,2123.66667,2082,992,897,188,721,39,1330,87,8,60,8999,1.319886986,8.823418602,0.796735205,3.055564271,5.636477781,1.844660194,0,0,0,1,0,
boehrbr01,Brian,Boehringer,Brian Boehringer,1995,2004,10,26,32,0.448275862,4.359725659,356,21,98,0,0,3,1604,534.66667,522,280,259,64,274,34,432,18,1,10,2375,1.488778046,8.786782988,1.077306726,4.612219423,7.271820404,1.576642336,12,13,0,0,0,
boevejo01,Joe,Boever,Joe Boever,1985,1996,12,34,45,0.430379747,3.925320389,516,0,257,0,0,49,2263,754.33333,751,362,329,75,343,70,541,16,4,30,3301,1.450287236,8.960229823,0.894829876,4.092355299,6.454706171,1.577259475,0,0,0,0,0,
bohanbr01,Brian,Bohanon,Brian Bohanon,1990,2001,12,54,60,0.473684211,5.185483871,304,157,26,8,2,2,3348,1116,1229,706,643,142,489,25,671,58,2,42,4993,1.539426523,9.911290323,1.14516129,3.943548387,5.411290323,1.372188139,12,4,0,0,0,
bolinbo01,Bobby,Bolin,Bobby Bolin,1961,1973,13,88,75,0.539877301,3.403553299,495,164,161,32,10,50,4728,1576,1364,687,596,164,597,71,1175,60,3,56,6671,1.24428934,7.789340102,0.936548223,3.409263959,6.710025381,1.968174204,0,0,0,0,0,
bondto01,Tommy,Bond,Tommy Bond,1874,1884,10,234,163,0.589420655,2.311592869,417,408,10,386,42,0,10886,3628.66667,3767,1931,932,51,198,0,879,2,0,80,10599,1.092687855,9.343101222,0.126492743,0.491089472,2.180139627,4.439393939,0,0,0,0,0,
bonesri01,Ricky,Bones,Ricky Bones,1991,2001,11,63,82,0.434482759,4.85084747,375,164,58,11,1,1,3835,1278.33333,1422,754,689,167,464,34,564,50,6,36,5634,1.475358544,10.0114733,1.175749677,3.266753594,3.970795317,1.215517241,8,8,0,0,0,
bonhabi01,Bill,Bonham,Bill Bonham,1971,1980,10,75,83,0.474683544,4.005826992,300,214,33,27,4,11,4462,1487.33333,1512,743,662,98,636,57,985,35,19,68,6484,1.444195431,9.149260442,0.593007621,3.84849844,5.960331703,1.548742138,0,0,0,0,0,
