PlayerID,nameFirst,nameLast,FullName,DebutYear,FinalYear,Years,W,L,WPct,ERA,G,GS,GF,CG,SHO,SV,IPOuts,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BFP,WHIP,H9,HR9,BB9,SO9,SOW,SH,SF,GIDP,GG,InductionYear,votedBy
forscke01,Ken,Forsch,Ken Forsch,1970,1986,16,114,113,0.502202643,3.36759637,521,241,177,70,18,51,6382,2127.33333,2071,881,796,155,586,68,1047,47,7,43,8852,1.248981512,8.76167347,0.655750549,2.479160142,4.429489195,1.78668942,0,0,0,0,0,
forstte01,Terry,Forster,Terry Forster,1971,1986,16,54,65,0.453781513,3.231534509,614,39,318,5,0,127,3317,1105.66667,1034,454,397,51,457,63,791,24,4,46,4699,1.348507684,8.416641518,0.415134156,3.719927634,6.438649363,1.730853392,0,0,0,0,0,
fossato01,Tony,Fossas,Tony Fossas,1988,1999,12,17,24,0.414634146,3.897353618,567,0,149,0,0,7,1247,415.66667,434,211,180,39,180,36,324,10,4,11,1842,1.477145137,9.396952611,0.844426617,3.897353618,7.015236512,1.8,0,0,0,0,0,
fosteal01,Alan,Foster,Alan Foster,1967,1976,10,48,63,0.432432432,3.739271794,217,148,20,26,6,0,3076,1025.33333,988,481,426,99,383,28,501,21,2,26,4364,1.337126142,8.672301719,0.868985699,3.361833561,4.397594293,1.308093995,0,0,0,0,0,
foulkke01,Keith,Foulke,Keith Foulke,1997,2008,11,41,37,0.525641026,3.329237274,619,8,406,0,0,191,2360,786.66667,652,300,291,94,194,24,718,44,2,14,3201,1.075423724,7.459322002,1.075423724,2.219491516,8.214406745,3.701030928,17,15,0,0,0,
foutzda01,Dave,Foutz,Dave Foutz,1884,1896,11,147,66,0.690140845,2.843291059,251,216,33,202,16,4,5992,1997.33333,1843,1068,631,38,510,0,790,47,0,55,6776,1.178070763,8.304572778,0.171228305,2.298064089,3.559746334,1.549019608,0,0,0,0,0,
fowledi01,Dick,Fowler,Dick Fowler,1941,1952,10,66,79,0.455172414,4.109746738,221,170,36,75,11,4,3909,1303,1367,685,595,96,578,0,382,19,1,12,5680,1.492709133,9.442056792,0.663085188,3.992325403,2.638526477,0.660899654,0,0,0,0,0,
foxch02,Chad,Fox,Chad Fox,1997,2009,10,10,12,0.454545455,3.789473684,219,0,50,0,0,6,684,228,197,103,96,22,134,12,262,9,2,24,1015,1.451754386,7.776315789,0.868421053,5.289473684,10.34210526,1.955223881,9,7,0,0,0,
foytapa01,Paul,Foytack,Paul Foytack,1953,1964,11,86,87,0.497109827,4.139519359,312,193,55,63,7,7,4494,1498,1381,757,689,176,662,35,827,15,8,34,6406,1.363818425,8.29706275,1.05740988,3.977303071,4.968624833,1.249244713,0,0,0,0,0,
francfr01,Frank,Francisco,Frank Francisco,2004,2014,10,20,22,0.476190476,4.006902537,391,0,185,0,0,73,1159,386.33333,344,181,172,41,172,14,426,8,3,28,1667,1.335634179,8.013805073,0.955133744,4.006902537,9.924072562,2.476744186,12,7,0,0,0,
francje01,Jeff,Francis,Jeff Francis,2004,2015,11,72,82,0.467532468,4.970565453,254,217,18,3,2,1,3873,1291,1477,746,713,161,384,48,869,50,2,21,5645,1.441518203,10.29666925,1.122385747,2.676994578,6.0580945,2.263020833,56,46,1,0,0,
francjo01,John,Franco,John Franco,1984,2005,21,90,87,0.508474576,2.890018724,1119,0,774,0,0,424,3737,1245.66667,1166,466,400,81,495,78,975,22,9,54,5312,1.333422528,8.42440458,0.585228792,3.576398171,7.044420639,1.96969697,8,4,0,0,0,
frankfr02,Fred,Frankhouse,Fred Frankhouse,1927,1939,13,106,97,0.522167488,3.918432203,402,216,115,81,10,12,5664,1888,2033,969,822,111,701,0,622,43,6,32,8287,1.44809322,9.691207627,0.529131356,3.341631356,2.965042373,0.887303852,0,0,0,0,0,
frankry01,Ryan,Franklin,Ryan Franklin,1999,2011,12,62,76,0.449275362,4.136552873,532,106,206,6,3,84,3603,1201,1230,588,552,173,353,34,668,52,6,20,5113,1.318068276,9.217318901,1.29641965,2.645295587,5.005828476,1.892351275,30,36,0,0,0,
frasech01,Chick,Fraser,Chick Fraser,1896,1909,14,175,212,0.452196382,3.676698451,433,389,42,342,22,6,10068,3356,3460,1995,1371,69,1332,0,1098,177,3,135,7392,1.427890346,9.278903456,0.185041716,3.572109654,2.944576877,0.824324324,0,0,0,0,0,
frasoja01,Jason,Frasor,Jason Frasor,2004,2015,12,35,35,0.5,3.493298951,679,0,205,0,0,36,1940,646.66667,568,267,251,56,283,32,615,23,4,38,2747,1.315979375,7.905154598,0.779381439,3.938659774,8.559278306,2.173144876,13,27,4,0,0,
frazige01,George,Frazier,George Frazier,1978,1987,10,35,43,0.448717949,4.195855924,415,0,193,0,0,29,2027,675.66667,653,349,315,54,313,48,449,16,3,26,2942,1.429699056,8.698075931,0.719289587,4.169215569,5.980759714,1.434504792,0,0,0,0,0,
freemma02,Marvin,Freeman,Marvin Freeman,1986,1996,10,35,28,0.555555556,4.638966846,221,78,32,0,0,5,1781,593.66667,616,333,306,63,249,18,383,23,4,41,2604,1.457046595,9.338573782,0.95508141,3.774845571,5.806288569,1.53815261,0,0,0,0,0,
frencla01,Larry,French,Larry French,1929,1942,14,197,171,0.535326087,3.443527919,570,384,109,198,40,17,9456,3152,3375,1440,1206,164,819,0,1187,42,4,34,13465,1.330583756,9.636738579,0.468274112,2.338515228,3.38927665,1.449328449,0,0,0,0,0,
frienbo01,Bob,Friend,Bob Friend,1951,1966,16,197,230,0.461358314,3.58404874,602,497,56,163,36,11,10833,3611,3772,1652,1438,286,894,115,1734,46,13,50,15214,1.292162836,9.401273885,0.712821933,2.228191637,4.321794517,1.939597315,0,0,0,0,0,
friseda01,Danny,Frisella,Danny Frisella,1967,1976,10,34,40,0.459459459,3.323304176,351,17,215,0,0,57,1828,609.33333,529,256,225,53,286,58,471,7,3,38,2608,1.33752736,7.813457373,0.782822761,4.224288863,6.956783408,1.646853147,0,0,0,0,0,
frommar01,Art,Fromme,Art Fromme,1906,1915,10,80,90,0.470588235,2.90403338,252,167,59,90,14,4,4314,1438,1297,637,464,37,530,0,638,50,1,29,5936,1.270514604,8.117524339,0.231571627,3.317107093,3.993045897,1.203773585,0,0,0,0,0,
frymawo01,Woodie,Fryman,Woodie Fryman,1966,1983,18,141,155,0.476351351,3.76969865,625,322,160,68,27,58,7234,2411.33333,2367,1136,1010,187,890,79,1587,68,16,68,10291,1.350705006,8.834531392,0.697954107,3.321813662,5.923278969,1.783146067,0,0,0,0,0,
fuentbr01,Brian,Fuentes,Brian Fuentes,2001,2012,12,26,43,0.376811594,3.624456541,650,0,381,0,0,204,1840,613.33333,515,267,247,64,258,25,639,52,2,32,2622,1.260326094,7.557065258,0.93913044,3.785869586,9.376630486,2.476744186,27,18,0,0,0,
gagneer01,Eric,Gagne,Eric Gagne,1999,2008,10,33,26,0.559322034,3.467633333,402,48,269,0,0,187,1931,643.66667,518,268,248,76,226,13,718,33,1,18,2664,1.155877778,7.2428793,1.062661828,3.160020698,10.03935779,3.17699115,23,15,0,0,0,
galehde01,Denny,Galehouse,Denny Galehouse,1934,1949,15,109,118,0.480176211,3.974550898,375,258,67,100,17,13,6012,2004,2148,999,885,104,735,0,851,18,3,29,8688,1.438622754,9.646706587,0.467065868,3.300898204,3.821856287,1.157823129,0,0,0,0,0,
galvipu01,Pud,Galvin,Pud Galvin,1875,1892,15,364,310,0.540059347,2.863409219,705,689,17,646,57,2,18010,6003.33333,6405,3355,1910,122,745,0,1806,57,1,223,25234,1.191004998,9.602165469,0.18289839,1.116879512,2.707495837,2.424161074,0,0,0,0,1965,Veterans
garbege01,Gene,Garber,Gene Garber,1969,1988,19,96,113,0.459330144,3.337748344,931,9,609,4,0,218,4530,1510,1464,654,560,123,445,155,940,37,10,30,6327,1.264238411,8.725827815,0.733112583,2.652317881,5.602649007,2.112359551,0,0,0,0,0,
garceri01,Rich,Garces,Rich Garces,1990,2002,10,23,10,0.696969697,3.744140662,287,0,60,0,0,7,1024,341.33333,290,162,142,32,164,19,296,11,2,6,1476,1.330078138,7.64648445,0.843750008,4.324218792,7.804687576,1.804878049,6,8,0,0,0,
garcifr02,Freddy,Garcia,Freddy Garcia,1999,2013,15,156,108,0.590909091,4.154151943,376,357,13,12,4,0,6792,2264,2243,1101,1045,285,708,42,1621,67,9,95,9595,1.30344523,8.916519435,1.13295053,2.814487633,6.443904594,2.289548023,56,56,0,0,0,
garcija01,Santiago,Casilla,Santiago Casilla,2004,2015,12,36,21,0.631578947,3.150905433,504,0,208,0,0,96,1491,497,426,190,174,42,216,30,439,23,1,45,2113,1.291750503,7.714285714,0.76056338,3.911468813,7.949698189,2.032407407,18,14,11,0,0,
garcimi01,Mike,Garcia,Mike Garcia,1948,1961,14,142,97,0.594142259,3.265328015,428,281,77,111,27,23,6524,2174.66667,2148,888,789,122,719,23,1117,33,2,30,9237,1.318362965,8.889638245,0.504904966,2.975628444,4.62277743,1.553546592,0,0,0,0,0,
gardnma01,Mark,Gardner,Mark Gardner,1989,2001,13,99,93,0.515625,4.559501314,345,275,20,15,8,1,5294,1764.66667,1752,960,894,237,628,37,1256,65,13,29,7540,1.348696635,8.935398548,1.208726858,3.202871169,6.405742338,2,10,10,0,0,0,
garlajo01,Jon,Garland,Jon Garland,2000,2013,13,136,125,0.521072797,4.371707475,365,342,9,11,6,1,6454,2151.33333,2260,1149,1045,263,723,39,1156,63,1,50,9197,1.386581967,9.454601812,1.10024791,3.024635889,4.836070661,1.598893499,70,72,0,0,0,
garresc01,Scott,Garrelts,Scott Garrelts,1982,1991,10,69,53,0.56557377,3.292911756,352,89,162,9,4,48,2878,959.33333,815,395,351,74,413,53,703,13,10,48,4025,1.280055599,7.645934703,0.694232108,3.874565684,6.595205026,1.702179177,0,0,0,0,0,
garvene01,Ned,Garver,Ned Garver,1948,1961,14,129,157,0.451048951,3.731027992,402,330,40,153,18,12,7432,2477.33333,2471,1184,1027,213,881,25,881,41,7,49,10583,1.353067817,8.976991401,0.773815932,3.200618949,3.200618949,1,0,0,0,0,0,
garzama01,Matt,Garza,Matt Garza,2006,2015,10,81,89,0.476470588,3.993084997,247,243,3,10,4,1,4483,1494.33333,1443,737,663,170,500,21,1231,46,5,46,6348,1.300245374,8.690832052,1.023867948,3.011376317,7.414008493,2.462,47,42,10,0,0,
gastomi01,Milt,Gaston,Milt Gaston,1924,1934,11,97,164,0.37164751,4.549168646,355,271,62,127,10,8,6315,2105,2338,1277,1064,114,836,0,615,24,7,78,9276,1.50783848,9.996199525,0.487410926,3.574346793,2.629453682,0.735645933,0,0,0,0,0,
gaudich01,Chad,Gaudin,Chad Gaudin,2003,2013,11,45,44,0.505617978,4.444400177,344,87,80,1,0,2,2509,836.33333,859,459,413,92,382,29,673,39,8,26,3704,1.483858117,9.243921918,0.990035875,4.110801132,7.242327649,1.761780105,30,34,0,0,0,
gibbojo01,Joe,Gibbon,Joe Gibbon,1960,1972,13,61,65,0.484126984,3.520690671,419,127,120,20,4,32,3359,1119.66667,1053,505,438,74,414,80,743,33,5,43,4765,1.310211369,8.464126203,0.594819885,3.327776114,5.972313171,1.79468599,0,0,0,0,0,
gibsobo01,Bob,Gibson,Bob Gibson,1959,1975,17,251,174,0.590588235,2.914785895,528,482,21,255,56,6,11653,3884.33333,3279,1420,1258,257,1336,118,3117,102,13,108,16068,1.188106068,7.597442725,0.595468978,3.095511888,7.222088739,2.333083832,0,0,0,9,1981,BBWAA
giustda01,Dave,Giusti,Dave Giusti,1962,1977,15,100,93,0.518134715,3.601747566,668,133,380,35,9,145,5150,1716.66667,1654,764,687,126,570,109,1103,15,7,87,7251,1.295533978,8.671456294,0.660582523,2.988349509,5.782718435,1.935087719,0,0,0,0,0,
gladdfr01,Fred,Gladding,Fred Gladding,1961,1973,13,48,34,0.585365854,3.129783694,450,1,278,0,0,109,1803,601,566,237,209,38,223,45,394,27,2,35,2552,1.31281198,8.475873544,0.569051581,3.339434276,5.900166389,1.766816143,0,0,0,0,0,
glavito02,Tom,Glavine,Tom Glavine,1987,2008,22,305,203,0.600393701,3.536102722,682,682,0,56,25,0,13240,4413.33333,4298,1900,1734,356,1500,145,2607,66,7,65,18604,1.313746225,8.764803632,0.725981874,3.058912389,5.316389732,1.738,88,48,0,0,2014,BBWAA
gleatje01,Jerry Don,Gleaton,Jerry Don Gleaton,1979,1992,12,15,23,0.394736842,4.245156514,307,16,123,1,0,26,1342,447.33333,433,232,211,40,199,22,265,11,4,21,1910,1.412816702,8.711624506,0.804769007,4.003725812,5.331594675,1.331658291,0,0,0,0,0,
glynned01,Ed,Glynn,Ed Glynn,1975,1985,10,12,17,0.413793103,4.250629669,175,8,73,1,0,12,794,264.66667,261,140,125,26,151,21,184,2,0,15,1184,1.556675043,8.87531475,0.884130971,5.134760641,6.256926873,1.218543046,0,0,0,0,0,
goltzda01,Dave,Goltz,Dave Goltz,1972,1983,12,113,109,0.509009009,3.688838039,353,264,39,83,13,8,6119,2039.66667,2104,950,836,149,646,28,1105,26,10,62,8628,1.348259517,9.283869898,0.657460368,2.850465758,4.875796691,1.710526316,0,0,0,0,0,
gomezle01,Lefty,Gomez,Lefty Gomez,1930,1943,14,189,102,0.649484536,3.343987215,368,320,31,173,28,9,7509,2503,2290,1091,930,138,1095,0,1468,19,0,39,10729,1.352377147,8.234119057,0.496204555,3.93727527,5.278465841,1.340639269,0,0,0,0,1972,Veterans
gomezru01,Ruben,Gomez,Ruben Gomez,1953,1967,10,76,86,0.469135802,4.085281981,289,205,34,63,15,5,4362,1454,1436,734,660,154,574,39,677,43,3,24,6278,1.382393398,8.888583219,0.953232462,3.552957359,4.190508941,1.179442509,0,0,0,0,0,
gonzaed01,Edgar,Gonzalez,Edgar Gonzalez,2003,2013,10,17,27,0.386363636,5.918478261,121,47,23,0,0,0,1104,368,445,251,242,65,130,16,237,22,2,22,1660,1.5625,10.88315217,1.589673913,3.179347826,5.796195652,1.823076923,19,10,0,0,0,
gonzami02,Mike,Gonzalez,Mike Gonzalez,2003,2013,11,17,24,0.414634146,3.139534907,509,0,185,0,0,56,1333,444.33333,371,177,155,42,205,22,511,16,1,27,1902,1.296324091,7.514628714,0.850712685,4.152288103,10.35033766,2.492682927,21,14,0,0,0,
goodedw01,Dwight,Gooden,Dwight Gooden,1984,2000,16,194,112,0.633986928,3.50595096,430,410,4,68,24,3,8402,2800.66667,2564,1198,1091,210,954,42,2293,78,33,76,11705,1.256129491,8.239466784,0.674839323,3.06569864,7.368602705,2.403563941,4,2,0,0,0,
gordoto01,Tom,Gordon,Tom Gordon,1988,2009,21,138,126,0.522727273,3.957779886,890,203,347,18,4,158,6324,2108,1889,1016,927,176,977,57,1928,38,5,112,9058,1.359582543,8.064990512,0.75142315,4.171252372,8.231499051,1.973387922,16,12,0,0,0,
gorzeto01,Tom,Gorzelanny,Tom Gorzelanny,2005,2015,11,49,53,0.480392157,4.343300513,307,121,42,1,1,2,2642,880.66667,886,455,425,97,382,18,710,33,3,26,3856,1.439818314,9.054504129,0.99129447,3.903860697,7.25586674,1.858638743,35,36,0,0,0,
gossari01,Rich,Gossage,Rich Gossage,1972,1994,22,124,107,0.536796537,3.009395731,1002,37,681,16,0,310,5428,1809.33333,1497,670,605,119,732,90,1502,47,5,63,7506,1.23194547,7.446389107,0.591930731,3.641120125,7.471260146,2.051912568,0,0,0,0,2008,BBWAA
gottji01,Jim,Gott,Jim Gott,1982,1995,14,56,74,0.430769231,3.865178571,554,96,261,10,3,91,3360,1120,1081,546,481,85,466,63,837,23,15,52,4828,1.38125,8.686607143,0.683035714,3.744642857,6.725892857,1.796137339,0,0,0,0,0,
grantmu01,Mudcat,Grant,Mudcat Grant,1958,1971,14,145,119,0.549242424,3.630716719,571,293,160,89,18,53,7325,2441.66667,2292,1105,985,292,849,59,1267,33,3,60,10293,1.28641638,8.448327634,1.076313992,3.129419791,4.670170642,1.492343934,0,0,0,0,0,
graveda01,Danny,Graves,Danny Graves,1996,2006,11,43,44,0.494252874,4.052783522,518,30,360,2,1,182,2425,808.33333,857,416,364,96,271,48,429,26,2,27,3487,1.395463923,9.541855709,1.068865984,3.0173196,4.776494865,1.58302583,21,19,0,0,0,
graydo02,Sam,Gray,Sam Gray,1924,1933,10,111,115,0.491150442,4.183293482,379,231,84,101,16,22,5854,1951.33333,2196,1116,907,111,639,0,730,29,2,37,8570,1.452852753,10.12845919,0.511957637,2.947215584,3.366928602,1.142410016,0,0,0,0,0,
greggke01,Kevin,Gregg,Kevin Gregg,2003,2015,13,30,46,0.394736842,4.235539122,594,8,382,0,0,177,2161,720.33333,673,365,339,78,329,21,661,29,1,52,3144,1.391022681,8.408607165,0.974548825,4.110596965,8.258676577,2.009118541,21,19,2,0,0,
greinza01,Zack,Greinke,Zack Greinke,2004,2015,12,142,93,0.604255319,3.347071923,364,323,8,14,4,1,6284,2094.66667,1972,841,779,195,508,17,1887,59,5,67,8612,1.18395926,8.472947154,0.837842137,2.182686184,8.107733915,3.714566929,60,34,20,2,0,
griffcl01,Clark,Griffith,Clark Griffith,1891,1914,20,237,146,0.618798956,3.312198481,453,372,78,337,22,6,10157,3385.66667,3670,1852,1246,76,774,0,955,102,3,57,1366,1.3125923,9.755833406,0.202028158,2.05749729,2.538643298,1.233850129,0,0,0,0,1946,Old Timers
griffto02,Tom,Griffin,Tom Griffin,1969,1982,14,77,94,0.450292398,4.070472783,401,191,53,29,10,5,4484,1494.66667,1407,762,676,133,769,66,1054,52,20,81,6576,1.455842994,8.472123085,0.800847456,4.630463861,6.346565552,1.370611183,0,0,0,0,0,
grillja01,Jason,Grilli,Jason Grilli,2000,2015,13,25,36,0.409836066,4.087649379,482,16,166,1,0,74,1757,585.66667,554,281,266,54,242,25,565,31,0,25,2534,1.359134881,8.513375023,0.829823558,3.718838909,8.682413155,2.334710744,21,20,3,0,0,
grimebu01,Burleigh,Grimes,Burleigh Grimes,1916,1934,19,270,212,0.560165975,3.526794258,616,497,94,314,35,18,12540,4180,4412,2048,1638,148,1295,0,1512,97,12,92,17959,1.365311005,9.499521531,0.318660287,2.788277512,3.255502392,1.167567568,0,0,0,0,1964,Veterans
grimsja01,Jason,Grimsley,Jason Grimsley,1989,2006,15,42,58,0.42,4.765836282,552,72,127,3,1,4,2810,936.66667,954,549,496,83,498,46,622,47,2,96,4208,1.55017793,9.16654801,0.797508894,4.785053364,5.976512434,1.248995984,17,14,0,0,0,
grimsro02,Ross,Grimsley,Ross Grimsley,1971,1982,11,124,99,0.556053812,3.808597587,345,295,17,79,15,3,6118,2039.33333,2105,947,863,202,559,49,750,15,9,40,8544,1.306309254,9.289800604,0.891467801,2.466982678,3.309905203,1.341681574,0,0,0,0,0,
grissma01,Marv,Grissom,Marv Grissom,1946,1959,10,47,45,0.510869565,3.411111111,356,52,176,12,3,58,2430,810,771,358,307,65,343,21,459,28,1,23,3484,1.375308642,8.566666667,0.722222222,3.811111111,5.1,1.33819242,0,0,0,0,0,
gromest01,Steve,Gromek,Steve Gromek,1941,1957,17,123,108,0.532467532,3.408782687,447,225,110,92,17,23,6194,2064.66667,1940,893,782,186,630,15,904,68,3,18,8676,1.244752985,8.456570861,0.810784629,2.746206001,3.940587659,1.434920635,0,0,0,0,0,
groombo01,Bob,Groom,Bob Groom,1909,1918,10,119,150,0.442379182,3.104865178,367,288,47,157,22,13,7009,2336.33333,2205,1068,806,49,783,0,1159,55,1,59,9537,1.278927096,8.494079053,0.188757312,3.016264807,4.464688264,1.480204342,0,0,0,0,0,
groombu01,Buddy,Groom,Buddy Groom,1992,2005,14,31,32,0.492063492,4.642921939,786,15,195,0,0,27,2204,734.66667,825,403,379,73,260,36,494,21,4,20,3226,1.476860247,10.10662427,0.894283118,3.185117953,6.05172411,1.9,7,12,0,0,0,
grosske01,Kevin,Gross,Kevin Gross,1983,1997,15,142,158,0.473333333,4.113493228,474,368,38,42,14,5,7463,2487.66667,2519,1245,1137,230,986,76,1727,79,35,53,10791,1.408950822,9.113359227,0.83210505,3.567198173,6.248023575,1.751521298,0,0,0,0,0,
grovele01,Lefty,Grove,Lefty Grove,1925,1941,17,300,141,0.680272109,3.058111992,616,457,123,298,35,55,11822,3940.66667,3849,1594,1339,162,1187,0,2266,42,1,51,16633,1.277956351,8.790644554,0.369988157,2.71096261,5.175266448,1.909014322,0,0,0,0,1947,BBWAA
groveor01,Orval,Grove,Orval Grove,1940,1949,10,63,73,0.463235294,3.778470244,207,152,31,66,11,4,3530,1176.66667,1237,595,494,62,444,0,374,29,1,38,5109,1.428611894,9.461473061,0.474220962,3.396033985,2.860623221,0.842342342,0,0,0,0,0,
guarded01,Eddie,Guardado,Eddie Guardado,1993,2009,17,46,61,0.429906542,4.31580803,908,25,401,0,0,187,2834,944.66667,894,477,453,138,348,39,798,16,2,25,4011,1.314749466,8.517290019,1.314749466,3.315455175,7.602681695,2.293103448,24,16,0,0,0,
gubicma01,Mark,Gubicza,Mark Gubicza,1984,1997,14,132,136,0.492537313,3.958920546,384,329,14,42,16,2,6670,2223.33333,2239,1063,978,155,786,39,1371,58,11,107,9487,1.360569717,9.063418304,0.627436283,3.18170915,5.549775121,1.744274809,0,0,0,0,0,
guerrma02,Matt,Guerrier,Matt Guerrier,2004,2014,11,27,35,0.435483871,3.524879615,555,3,123,0,0,6,1869,623,580,263,244,69,206,29,411,19,0,30,2618,1.261637239,8.378812199,0.996789727,2.975922953,5.937399679,1.995145631,22,19,2,0,0,
guettle01,Lee,Guetterman,Lee Guetterman,1984,1996,11,38,36,0.513513514,4.333670908,425,23,155,3,1,25,1975,658.33333,717,351,317,52,222,41,287,16,1,22,2836,1.426329121,9.802025366,0.71088608,3.034936724,3.923544324,1.292792793,0,0,0,0,0,
guidrro01,Ron,Guidry,Ron Guidry,1975,1988,14,170,91,0.651340996,3.288461538,368,323,24,95,26,4,7176,2392,2198,953,874,226,633,24,1778,13,8,56,9794,1.183528428,8.27006689,0.850334448,2.381688963,6.689799331,2.808846761,0,0,0,5,0,
gullibi01,Bill,Gullickson,Bill Gullickson,1979,1994,14,162,136,0.543624161,3.93046875,398,390,3,54,11,0,7680,2560,2659,1228,1118,282,622,82,1279,34,8,56,10744,1.281640625,9.348046875,0.99140625,2.18671875,4.496484375,2.056270096,0,0,0,0,0,
gumbeha01,Harry,Gumbert,Harry Gumbert,1935,1950,15,143,113,0.55859375,3.681818182,508,235,180,96,14,48,6468,2156,2186,1012,882,121,721,0,709,23,3,40,9217,1.348330241,9.125231911,0.505102041,3.00974026,2.959647495,0.983356449,0,0,0,0,0,
gumpera01,Randy,Gumpert,Randy Gumpert,1936,1952,10,51,59,0.463636364,4.172260911,261,113,80,47,6,7,3158,1052.66667,1099,548,488,92,346,0,352,16,2,11,4524,1.372704239,9.396136766,0.786573778,2.958201384,3.009499674,1.01734104,0,0,0,0,0,
gundeer01,Eric,Gunderson,Eric Gunderson,1990,2000,10,8,11,0.421052632,4.951965066,254,5,47,0,0,2,687,229,274,140,126,29,84,18,137,10,3,13,1031,1.563318777,10.76855895,1.139737991,3.301310044,5.384279476,1.630952381,0,1,0,0,0,
gurala01,Larry,Gura,Larry Gura,1970,1985,16,126,97,0.565022422,3.759159746,403,261,60,71,16,14,6141,2047,2020,958,855,204,600,38,801,46,3,27,8596,1.279921837,8.881289692,0.896922325,2.638006839,3.52173913,1.335,0,0,0,0,0,
guthrje01,Jeremy,Guthrie,Jeremy Guthrie,2004,2015,12,91,108,0.457286432,4.370797121,305,272,12,8,2,0,5294,1764.66667,1856,920,857,250,506,16,1046,88,5,33,7546,1.338496409,9.465810333,1.275028332,2.580657343,5.334718539,2.067193676,33,66,21,0,0,
guthrma01,Mark,Guthrie,Mark Guthrie,1989,2003,15,51,54,0.485714286,4.046321512,765,43,168,3,1,14,2936,978.66667,989,489,440,101,381,53,778,22,5,63,4211,1.399863755,9.095027217,0.928814711,3.503746582,7.154632128,2.041994751,11,10,0,0,0,
guzmaju01,Juan,Guzman,Juan Guzman,1991,2000,10,91,79,0.535294118,4.07730338,240,240,0,17,3,0,4450,1483.33333,1360,750,672,149,667,22,1243,35,6,105,6373,1.366516857,8.251685412,0.904044946,4.046966301,7.54179777,1.863568216,1,0,0,0,0,
haasmo01,Moose,Haas,Moose Haas,1976,1987,12,100,83,0.546448087,4.013293051,266,252,8,56,8,2,4965,1655,1717,806,738,162,436,36,853,10,4,40,6928,1.300906344,9.337160121,0.880966767,2.370996979,4.638670695,1.956422018,0,0,0,0,0,
habyajo01,John,Habyan,John Habyan,1985,1996,11,26,24,0.52,3.854727638,348,18,98,0,0,12,1597,532.33333,537,254,228,47,186,27,372,10,10,22,2262,1.35817158,9.07889799,0.794614908,3.144646231,6.289292463,2,0,0,0,0,0,
hackewa02,Warren,Hacker,Warren Hacker,1948,1961,12,62,89,0.410596026,4.214805206,306,157,76,47,6,17,3850,1283.33333,1297,680,601,181,320,25,557,21,1,10,5438,1.260000003,9.095844179,1.269350653,2.24415585,3.906233776,1.740625,0,0,0,0,0,
haddiha01,Harvey,Haddix,Harvey Haddix,1952,1965,14,136,113,0.546184739,3.628187919,453,285,84,99,20,21,6705,2235,2154,1012,901,240,601,77,1575,43,3,58,9330,1.232662192,8.673825503,0.966442953,2.420134228,6.342281879,2.62063228,0,0,0,3,0,
hadlebu01,Bump,Hadley,Bump Hadley,1926,1941,16,161,165,0.493865031,4.243861034,528,355,108,135,14,25,8837,2945.66667,2980,1609,1389,167,1442,0,1318,66,5,71,13034,1.501188184,9.104899843,0.510241031,4.405793816,4.026932212,0.914008322,0,0,0,0,0,
haineje01,Jesse,Haines,Jesse Haines,1918,1937,19,210,158,0.570652174,3.640764592,555,388,95,208,24,10,9626,3208.66667,3460,1556,1298,165,871,0,981,57,6,55,13644,1.349781839,9.704965708,0.462809058,2.443070847,2.751610219,1.126291619,0,0,0,0,1970,Veterans
hallabi01,Bill,Hallahan,Bill Hallahan,1925,1938,12,102,94,0.520408163,4.028538602,324,224,52,90,14,8,5221,1740.33333,1838,915,779,71,779,0,856,8,4,71,7624,1.50373492,9.505075674,0.367171041,4.028538602,4.426738181,1.098844673,0,0,0,0,0,
hallaro01,Roy,Halladay,Roy Halladay,1998,2013,16,203,105,0.659090909,3.384820567,416,390,6,67,20,1,8248,2749.33333,2646,1135,1034,236,592,28,2117,81,9,56,11287,1.17774006,8.661736189,0.772550922,1.937924348,6.930043655,3.576013514,66,57,0,0,0,
halldi01,Dick,Hall,Dick Hall,1952,1971,16,93,75,0.553571429,3.315162733,495,74,237,20,3,68,3779,1259.66667,1152,512,464,130,236,70,741,18,0,1,5085,1.101878801,8.230748854,0.928817145,1.686160355,5.294257726,3.139830508,0,0,0,0,0,
hallto01,Tom,Hall,Tom Hall,1968,1977,10,52,33,0.611764706,3.272087556,358,63,131,7,3,32,2558,852.66667,656,360,310,88,382,32,797,8,0,23,3553,1.217357306,6.924159473,0.928850661,4.032056278,8.412431554,2.086387435,0,0,0,0,0,
hamelco01,Cole,Hamels,Cole Hamels,2006,2015,10,121,91,0.570754717,3.31186889,307,306,0,15,7,0,6041,2013.66667,1794,786,741,222,515,40,1922,55,10,39,8216,1.146664458,8.018208893,0.99221983,2.301771226,8.590299605,3.732038835,70,39,18,0,0,
hamilea01,Earl,Hamilton,Earl Hamilton,1911,1924,14,116,147,0.441064639,3.157939665,410,261,97,140,16,13,7028,2342.66667,2319,1075,822,43,773,0,790,70,3,49,9755,1.319863402,8.909077961,0.165196357,2.969692654,3.035002841,1.021992238,0,0,0,0,0,
